Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass
107,19,3,-0.299082,51.588642,194.02,0.043424,-0.107339,0.664832,0.696534,92,1221,30.3,9,21.1875,0,F,No
60,16,3,-0.299048,51.589178,342.14,0.040027,0.138532,0.114169,0.924057,87,1498,36.9,22,21.1901,15.7941,F,No
399,19,3,-0.294735,51.596473,343.91,0.023705,-0.010703,0.535882,0.771764,96,1646,46.2,35,21.1904,22.3539,F,No
505,19,2,-0.305198,51.598518,156.91,-0.00954,-0.218654,0.352396,0.799083,91,1131,41.1,24,21.191,0,F,No
369,7,3,-0.297683,51.602943,340.01,0.167114,0.142508,0.020489,1.057798,93,641,64.9,18,21.1923,0,F,No
42,2,2,-0.298895,51.590037,5.64,0.004502,0.288889,-0.077064,0.858614,86,754,340.3,4,21.1934,5.0183,F,No
507,7,2,-0.301157,51.592883,165.2,-0.038514,0.00683,-0.24893,0.828338,95,1026,33.2,27,21.1938,69.7255,F,No
191,20,3,-0.296525,51.59014,15.78,0.025827,-0.668705,-0.046789,0.676045,93,1186,33.5,26,21.194,22.7143,M,No
296,18,1,-0.29988,51.602462,252.96,0.017368,-0.224465,0.406116,0.804995,84,1377,62.7,31,21.1953,0,F,Yes
152,15,3,-0.295642,51.591485,11.84,0.043892,-0.281142,0.052701,0.903568,94,823,41.7,19,21.1954,0,M,No
262,19,3,-0.295013,51.592702,30.62,0.044064,0.053619,0.42263,0.852803,96,1522,40.5,19,21.196,49.5193,F,No
176,16,2,-0.29483,51.59287,31.64,0.129118,0.141488,-0.333843,0.968909,88,1149,40.1,26,21.1961,0,F,No
195,18,2,-0.29518,51.597645,346.32,0.195961,-0.33578,0.545668,0.909378,88,1353,47.9,58,21.1967,46.0857,F,Yes
323,20,3,-0.292,51.594447,353.89,-0.000391,-0.650153,0.117125,0.649745,94,1757,42.8,15,21.1975,25.8365,M,No
246,3,1,-0.297945,51.603057,290.67,-0.127154,0.072171,0.542712,0.579409,73,2207,64.7,32,21.1984,60.6628,F,Yes
106,19,3,-0.29906,51.588667,190.14,-0.009914,0.044852,0.509582,0.747299,92,1008,30.2,8,21.1993,0,F,No
253,23,1,-0.292255,51.594448,280.24,0.035763,0.694088,-0.00581,0.668298,91,598,47.5,1,21.1997,0,F,No
262,13,2,-0.296822,51.601383,341.4,-0.212183,0.071254,0.166871,0.666361,88,1058,50.6,50,21.2001,0,F,No
398,19,3,-0.294697,51.596388,345.39,0.102009,-0.136595,0.343629,0.937717,96,1406,45.9,34,21.2015,23.8156,F,No
368,7,3,-0.297635,51.602863,339.19,0.247376,0.065341,0.350459,1.094903,93,777,64.9,25,21.2025,0,F,No
234,4,2,-0.294525,51.593172,41.13,-0.118463,-0.458818,-0.032212,0.651682,194,1599,55.2,28,21.2027,42.1999,M,No
126,19,3,-0.29876,51.588443,77.34,0.011422,-0.062385,0.518349,0.765851,91,598,33.4,0,21.203,0,F,No
59,16,3,-0.299032,51.58914,350.4,-0.004856,-0.034149,0.11998,0.886952,87,1428,36.9,21,21.2045,15.7941,F,No
222,15,3,-0.293335,51.594325,32.02,-0.090067,-0.42946,0.082977,0.697553,96,1279,48.3,31,21.2049,47.03,M,No
168,4,2,-0.295995,51.590778,44.34,-0.041243,-0.528135,-0.189297,0.677064,190,1446,59.6,17,21.2057,22.7677,M,No
428,17,1,-0.306357,51.600172,158.65,0.082853,-0.153211,0.168807,0.958206,90,1236,59.5,38,21.2065,48.2362,M,Yes
506,7,2,-0.30118,51.592942,160.74,0.042356,0.179613,-0.32314,0.87421,96,1793,33.3,24,21.2067,15.8062,F,No
504,19,2,-0.305245,51.598578,155.36,0.020008,-0.063405,0.303568,0.871356,91,1087,40.8,23,21.207,0,F,No
190,20,3,-0.296553,51.590088,19.46,0.092944,-0.685321,0.051682,0.749337,93,1206,33.6,25,21.2076,21.3765,M,No
261,19,3,-0.295042,51.592673,31.43,-0.059745,-0.048726,0.413863,0.742508,96,1773,40.5,15,21.2079,43.7652,F,No
151,15,3,-0.295662,51.59143,14,-0.184276,-0.295719,-0.258614,0.614577,94,1449,41.7,24,21.2084,0,M,No
194,18,2,-0.295123,51.597505,345.84,0.116983,-0.294801,0.518349,0.844037,87,1338,47.3,57,21.2092,0,F,Yes
322,20,3,-0.291988,51.594423,20.7,0.098578,-0.692151,-0.027319,0.752192,94,1570,42.9,11,21.2098,25.8808,M,No
180,15,3,-0.295187,51.592552,15.28,-0.015201,-0.418756,0.08002,0.78736,95,605,44.1,0,21.2102,0,M,No
397,19,3,-0.294662,51.596305,345.23,0.087263,0.044852,0.433435,0.895719,95,1571,45.6,34,21.2121,70.7885,F,No
105,19,3,-0.299043,51.588698,184.6,0.024272,-0.051682,0.474414,0.805912,93,628,30.3,9,21.2124,0,F,No
295,18,1,-0.299775,51.602488,250.51,0.035168,-0.251784,0.453925,0.795209,84,1372,63.2,30,21.2128,0,F,Yes
367,7,3,-0.29758,51.602783,340.79,-0.010114,-0.065341,0.24791,0.855759,93,933,64.8,32,21.213,0,F,No
39,19,3,-0.29917,51.588935,68.5,0.026667,-0.214679,0.474414,0.784404,92,594,31.5,2,21.2134,0,F,No
75,2,2,-0.298548,51.58956,80.86,-0.10126,0.460754,0.014577,0.671152,86,746,338,17,21.2138,12.7917,F,No
279,2,1,-0.296102,51.600785,346.16,0.115496,0.520285,0.192253,0.86738,88,1559,149.7,50,21.2147,27.5127,F,No
221,15,3,-0.293385,51.594275,31.16,-0.062132,-0.428542,0.043833,0.732722,96,1279,48.4,31,21.2175,47.03,M,No
58,16,3,-0.299023,51.58911,1.29,0.07122,-0.095617,0.107339,0.961162,87,1371,36.9,20,21.2192,15.5978,F,No
260,19,3,-0.295067,51.592648,34.13,-0.071245,-0.039959,0.488073,0.688787,96,1497,40.1,10,21.2194,21.4603,F,No
44,14,1,-0.297113,51.58899,29.98,0.041295,-0.162997,0.373904,0.857696,45,1769,50.9,24,21.2196,55.4354,F,No
175,16,2,-0.294882,51.59282,30.6,-0.256077,0.239144,-0.144444,0.589195,88,1149,39.9,26,21.2198,0,F,No
189,20,3,-0.296587,51.590035,20.17,0.010631,-0.649134,-0.007747,0.674108,93,1252,33.7,24,21.2207,18.6817,M,No
150,15,3,-0.295683,51.59138,14.47,-0.006648,-0.433435,0.016514,0.793272,94,1485,41.3,23,21.2211,16.2764,M,No
505,7,2,-0.301207,51.592997,157.68,0.039538,0.137615,-0.307441,0.883078,96,1434,33.3,20,21.2212,24.2827,F,No
193,18,2,-0.295065,51.597367,345.57,-0.021748,-0.171764,0.442202,0.755148,87,1332,46.8,57,21.2214,0,F,Yes
503,19,2,-0.305298,51.598647,155.03,0.225836,-0.413863,0.243017,1.027523,91,850,40.5,26,21.2222,0,F,No
252,21,1,-0.294353,51.59545,310.47,-0.057134,0.733129,0.146381,0.474006,68,1288,75.4,28,21.2222,22.3282,F,No
321,20,3,-0.291982,51.594398,47.95,-0.046568,-0.63945,-0.090724,0.600917,94,1222,43.1,9,21.2222,22.3668,M,No
261,13,2,-0.296757,51.601263,342.22,-0.103664,-0.025382,0.256677,0.758104,88,1048,51,50,21.2224,39.2774,F,No
588,23,1,-0.302833,51.595172,173.37,0.022319,0.654026,0.061468,0.682875,91,600,35.7,0,21.2225,0,F,No
396,19,3,-0.294628,51.596227,346.76,0.041017,0.021407,0.47737,0.824465,95,1476,45.3,31,21.223,83.8855,F,No
320,20,3,-0.291987,51.594393,70.23,-0.031533,-0.701835,-0.011621,0.566769,94,1367,43,4,21.2236,0,M,No
366,7,3,-0.297525,51.602693,338.55,0.072033,-0.016514,0.125892,0.964118,93,999,64.7,36,21.2239,0,F,No
104,19,3,-0.299037,51.588733,185.43,0.006334,-0.169827,0.366055,0.821509,93,633,30.2,13,21.2249,12.3898,F,No
424,16,1,-0.302638,51.60206,250.09,0.06812,-0.058512,0.617941,0.768807,87,1309,53.6,26,21.2262,30.0728,F,No
233,4,2,-0.294582,51.593117,40,-0.13679,-0.488073,-0.001937,0.611621,194,1785,55,26,21.2264,53.487,M,No
167,4,2,-0.29604,51.590748,43.05,0.241046,-0.612029,-0.148318,0.968909,190,1514,60.2,16,21.2282,22.7677,M,No
47,2,2,-0.298948,51.590153,40.76,-0.007982,0.226402,-0.178593,0.848828,86,597,339.2,6,21.2284,0,F,No
228,4,1,-0.29374,51.59534,156.93,-0.012345,-0.291845,0.018451,0.843017,189,599,139.9,0,21.2288,0,M,No
25,16,2,-0.299167,51.588958,89.61,0.017561,0.244037,0.172783,0.872273,87,729,39.6,0,21.2294,0,F,No
220,15,3,-0.293433,51.594225,30.67,0.320641,-0.464628,-0.066361,1.133945,96,1279,48.6,31,21.23,47.03,M,No
13,7,3,-0.29922,51.58877,74.59,0.011462,-0.017533,-0.55739,0.743425,96,0,27.1,0,21.23,0,F,No
294,18,1,-0.299665,51.602512,252.47,0.079713,-0.281142,0.467584,0.831295,84,1361,63.1,30,21.2303,0,F,Yes
48,16,3,-0.299113,51.588957,81.94,-0.005032,0.190316,0.001937,0.876249,87,593,36.9,3,21.2305,1.4819,F,No
259,19,3,-0.295087,51.592628,27.58,0.051998,0.033129,0.57105,0.782467,96,1168,40.3,7,21.231,0,F,No
57,16,3,-0.299025,51.589087,16.62,-0.023591,0.08002,0.102446,0.86738,87,1362,36.9,20,21.2324,15.5978,F,No
452,7,2,-0.30268,51.595133,150.49,0.027322,-0.010703,-0.280122,0.887971,94,579,38.5,7,21.2335,0,F,No
395,19,3,-0.294602,51.596153,346.56,-0.015642,-0.022426,0.530071,0.728746,95,1501,45.1,28,21.2338,30.5807,F,No
188,20,3,-0.296618,51.58998,20.11,-0.129896,-0.529052,0.016514,0.590214,93,1275,33.8,24,21.2339,18.6817,M,No
192,18,2,-0.295003,51.597227,345.42,-0.045096,-0.216718,0.474414,0.69949,87,1327,45.9,57,21.234,0,F,Yes
149,15,3,-0.295703,51.591323,16.29,0.002984,-0.471458,0.065341,0.782467,94,1565,41,23,21.2341,16.2764,M,No
365,7,3,-0.297465,51.602598,338.02,0.063645,-0.016514,0.102446,0.958206,94,1152,64.9,40,21.2348,0,F,No
504,7,2,-0.301233,51.59305,156.24,0.049788,0.024363,-0.292864,0.907441,96,702,33.4,20,21.235,24.2827,F,No
380,4,1,-0.301058,51.602363,261,0.009659,-0.440265,-0.0263,0.807849,187,1458,64,35,21.2351,71.9136,M,No
176,18,2,-0.294535,51.595963,339.74,0.003595,-0.388481,0.250866,0.790316,87,625,43.1,9,21.2362,0,F,Yes
228,4,2,-0.294738,51.593015,57.56,-0.017525,-0.530071,-0.002854,0.726809,194,824,54.4,2,21.237,0,M,No
103,19,3,-0.29903,51.588777,186.95,0.004116,-0.176656,0.369011,0.816616,93,725,30.5,18,21.2378,12.3898,F,No
502,19,2,-0.30534,51.598708,155.78,0.100971,-0.2421,0.279205,0.936697,91,844,40.3,29,21.238,0,F,No
165,21,1,-0.293855,51.593742,33.77,0.029624,0.464628,0.082977,0.814679,62,1281,70.5,27,21.242,21.612,F,No
74,2,2,-0.298612,51.589553,84.02,0.00415,0.554434,-0.018451,0.736595,86,1009,337.9,19,21.2421,40.7404,F,No
219,15,3,-0.293487,51.594172,32.61,-0.007899,-0.168807,-0.015596,0.877166,96,1279,48.5,31,21.2423,47.03,M,No
258,19,3,-0.295108,51.592605,28.66,-0.046158,-0.102446,0.407034,0.756167,96,597,40.4,9,21.2428,0,F,No
174,16,2,-0.29493,51.592765,30.82,0.032504,0.16789,-0.213761,0.895719,88,1149,39.7,26,21.2429,0,F,No
394,19,3,-0.294575,51.59609,344.16,0.021132,0.054638,0.499796,0.788379,95,1737,44.9,25,21.2445,56.187,F,No
260,13,2,-0.296693,51.60114,342.48,0.093756,0.040979,0.24791,0.964118,89,1088,51.6,50,21.2448,39.2774,F,No
177,18,2,-0.29455,51.595992,337.72,-0.007227,-0.384608,0.332824,0.752192,87,575,43,4,21.2448,0,F,Yes
364,7,3,-0.2974,51.602502,338.44,0.094312,0.035066,0.001937,0.993374,94,1233,64.9,41,21.2451,0,F,No
56,16,3,-0.299033,51.589053,21.36,0.004868,0.147401,0.115189,0.886952,87,1361,36.9,19,21.2463,34.919,F,No
191,18,2,-0.29494,51.597083,345.65,-0.054364,-0.16106,0.464628,0.707339,87,1684,45.4,57,21.2465,0,F,Yes
127,19,3,-0.298763,51.588447,77.34,0.008568,-0.048726,0.522222,0.76106,91,601,34.1,0,21.2466,0,F,No
148,15,3,-0.29573,51.591263,16.38,0.056954,-0.47054,0.010703,0.845973,93,1532,40.9,24,21.247,16.2764,M,No
451,7,2,-0.302705,51.595167,151.8,0.195823,-0.218654,-0.190316,1.059735,94,723,38.8,17,21.2475,0,F,No
187,20,3,-0.29665,51.58993,22.16,-0.010554,-0.690214,0.049745,0.606728,93,1296,34,23,21.2478,16.4457,M,No
427,17,1,-0.306418,51.600265,158.14,-0.090112,-0.053619,-0.061468,0.805912,90,1165,60.1,38,21.2481,48.2362,M,Yes
293,18,1,-0.299555,51.602535,252.67,0.440738,-0.480224,0.08685,1.255046,84,1330,63.2,30,21.2484,0,F,Yes
175,18,2,-0.294515,51.595922,341.3,-0.016531,-0.40897,0.356269,0.71998,87,698,42.9,16,21.2486,0,F,Yes
503,7,2,-0.301265,51.593107,158.19,-0.069051,-0.11315,-0.249847,0.789297,96,919,33.5,23,21.2493,24.2827,F,No
232,4,2,-0.29463,51.593072,39.6,-0.079462,-0.493986,0.023344,0.676045,194,1682,54.7,23,21.2499,44.4375,M,No
102,19,3,-0.29902,51.588828,187.45,0.050243,-0.144444,0.462691,0.831295,93,1111,30.8,19,21.2504,12.3898,F,No
245,3,1,-0.297858,51.603075,303.76,0.05093,0.112232,0.445158,0.844954,73,2001,64.9,28,21.2517,43.3725,F,Yes
501,19,2,-0.30539,51.59878,154.1,-0.048069,-0.165953,0.330887,0.776657,91,974,40.2,31,21.2536,0,F,No
166,4,2,-0.296087,51.590722,43.06,0.010374,-0.375841,0.023344,0.837207,190,649,60.6,14,21.2539,0,M,No
257,19,3,-0.295135,51.592577,31.35,-0.001353,-0.119062,0.458818,0.778593,96,594,40.7,12,21.2547,0,F,No
218,15,3,-0.293552,51.594108,32.99,0.060319,-0.363099,0.014577,0.895719,96,1279,48.4,31,21.2547,47.03,M,No
54,20,1,-0.297493,51.588642,67.2,-0.058858,-0.501733,-0.080938,0.691743,91,1081,26.4,18,21.2548,0,M,No
393,19,3,-0.294548,51.59603,344.66,0.034366,-0.014577,0.554434,0.772681,95,1599,44.7,22,21.2555,52.7188,F,No
363,7,3,-0.29734,51.602402,340.06,-0.091252,0.032212,-0.059531,0.805912,94,1242,65,41,21.2564,0,F,No
181,15,3,-0.295187,51.592553,15.28,0.005593,-0.40999,0.076147,0.814679,95,600,44.1,0,21.2568,0,M,No
190,18,2,-0.294883,51.596942,346.25,0.11075,-0.356269,0.467584,0.841998,87,1750,44.7,57,21.2587,57.2004,F,Yes
46,2,2,-0.298938,51.590127,23.96,0.006896,0.252803,-0.19419,0.85474,86,610,339.7,6,21.2593,0,F,No
147,15,3,-0.295757,51.591203,17.24,0.025925,-0.465647,0.003874,0.813761,93,1554,40.8,24,21.2603,16.3012,M,No
55,16,3,-0.299055,51.589027,25.82,0.014354,0.126911,0.200102,0.885933,87,1553,36.9,17,21.2604,18.1871,F,No
186,20,3,-0.296683,51.58988,22.41,-0.153819,-0.580836,0.240061,0.466157,93,1116,34.1,22,21.2605,0,M,No
174,18,2,-0.294485,51.595867,343.18,0.046727,-0.306524,0.269419,0.863507,87,760,42.7,20,21.2614,0,F,Yes
450,7,2,-0.302738,51.595215,152.78,-0.074725,-0.114169,-0.169827,0.802039,94,968,39,24,21.2622,0,F,No
502,7,2,-0.3013,51.59317,160.4,-0.018191,0.024363,-0.249847,0.848828,96,1088,33.5,26,21.263,24.2827,F,No
40,19,3,-0.29916,51.588938,58.67,-0.002586,-0.071254,0.530071,0.741488,92,586,31.6,2,21.263,0,F,No
101,19,3,-0.29901,51.588877,190.18,0.173496,-0.066361,0.333843,1.02263,93,1273,30.7,18,21.2632,0,F,No
217,15,3,-0.29362,51.594042,32.98,0.002605,-0.376758,0.049745,0.827421,96,1413,48.2,31,21.2657,47.03,M,No
256,19,3,-0.295168,51.592547,34.12,0.084554,0.007747,0.377778,0.916208,96,616,40.8,14,21.266,0,F,No
392,19,3,-0.29453,51.59598,343.3,-0.069049,0.078084,0.534964,0.657492,95,1533,44.6,19,21.2664,27.7449,F,No
173,16,2,-0.294982,51.592707,31.24,-0.038908,0.128848,-0.295719,0.804995,88,1149,39.6,26,21.2667,0,F,No
292,18,1,-0.299445,51.602558,252.61,0.012065,-0.244037,0.401223,0.796126,84,1342,63.1,30,21.2669,0,F,Yes
362,7,3,-0.297282,51.602303,341.56,0.014775,0.079001,0.043833,0.910397,94,1244,65.1,41,21.2671,0,F,No
259,13,2,-0.296632,51.601017,342.58,0.063652,-0.024363,0.221611,0.939653,89,1095,52,50,21.2671,39.2774,F,No
48,2,2,-0.298927,51.590167,48.4,0.022429,0.16789,-0.219572,0.883996,86,565,339,4,21.2683,0,F,No
69,4,2,-0.299073,51.588962,15.29,0.003304,-0.532008,-0.039042,0.749337,189,606,46.4,0,21.2684,0,M,No
500,19,2,-0.305443,51.598855,155.74,0.02638,-0.377778,0.310398,0.802039,91,907,39.9,32,21.2693,0,F,No
73,2,2,-0.29867,51.589547,92.03,0.28275,0.616004,0.014577,1.024567,86,1332,337.9,18,21.2708,40.7404,F,No
189,18,2,-0.29482,51.596795,346.56,-0.192423,-0.221611,0.450051,0.532518,87,1766,43.9,57,21.2713,57.2004,F,Yes
146,15,3,-0.295787,51.591147,20.5,0.036144,-0.517329,0.046789,0.796126,93,1544,40.7,23,21.273,47.3357,M,No
231,4,2,-0.294667,51.593033,43.65,0.122303,-0.534964,-0.065341,0.883996,194,1752,54.6,18,21.2737,44.2732,M,No
185,20,3,-0.296718,51.589827,22.57,-0.026923,-0.599388,-0.052701,0.664322,93,1012,34,23,21.2742,20.3138,M,No
173,18,2,-0.294457,51.595798,348.35,0.074849,-0.373904,0.259633,0.873293,87,1100,42.5,27,21.2742,20.8656,F,Yes
54,16,3,-0.299065,51.589007,29.95,0.023658,0.124873,0.150255,0.904485,87,1703,36.9,15,21.2748,34.4307,F,No
100,19,3,-0.299,51.588925,188.24,0.065705,-0.314271,0.505607,0.783486,93,676,30.9,19,21.2759,0,F,No
423,16,1,-0.302548,51.602082,249.72,-0.014043,-0.066361,0.518349,0.735678,87,1604,53.8,24,21.2763,29.3461,F,No
449,7,2,-0.302782,51.595272,154.29,-0.009872,0.076147,-0.238124,0.857696,94,1076,39.2,26,21.277,24.1711,F,No
391,19,3,-0.294518,51.595942,351.92,0.025301,-0.007747,0.514475,0.786442,96,1758,44.5,16,21.2771,49.699,F,No
501,7,2,-0.301332,51.593235,161.49,0.012132,0.136595,-0.266463,0.866463,96,1262,33.6,27,21.2774,45.6471,F,No
361,7,3,-0.297228,51.6022,342.12,0.040336,0.023344,-0.011621,0.939653,94,1251,65.2,41,21.2775,0,F,No
255,19,3,-0.295208,51.592508,31.76,0.108994,-0.0263,0.292864,0.968909,96,668,41,17,21.2778,0,F,No
14,7,3,-0.299228,51.588768,74.59,-0.00503,-0.01366,-0.502752,0.758104,96,0,27.2,0,21.2781,0,F,No
216,15,3,-0.293687,51.593975,32.53,-0.059602,-0.360143,0.050765,0.766871,96,1317,48,32,21.2794,47.03,M,No
149,2,1,-0.294533,51.59323,32.76,0.015965,0.497859,0.09949,0.779613,80,1163,75,29,21.2801,15.5773,F,No
165,4,2,-0.29614,51.59069,41.93,0.014634,-0.288889,0.002854,0.872273,190,704,60.9,17,21.2801,15.3529,M,No
188,18,2,-0.294758,51.596648,347.86,0.066091,-0.231295,0.459735,0.833231,87,2432,43.2,57,21.2835,57.2004,F,Yes
49,16,3,-0.299112,51.588957,81.94,0.006852,0.191335,0.048726,0.886952,87,689,36.9,4,21.2835,10.3747,F,No
278,2,1,-0.29605,51.600673,347.12,0.176752,0.595515,0.08002,0.911315,88,1547,149.7,49,21.2842,31.3374,F,No
291,18,1,-0.299333,51.602583,254.65,0.090559,-0.198165,0.445158,0.875229,84,1345,63.2,30,21.2844,0,F,Yes
499,19,2,-0.305495,51.598937,156.76,0.127036,-0.359225,0.330887,0.915291,91,1016,39.6,35,21.285,0,F,No
453,7,2,-0.302667,51.59511,151.08,-0.006511,0.052701,-0.222528,0.866463,94,598,38.3,2,21.2853,0,F,No
145,15,3,-0.295817,51.591095,20.63,-0.005685,-0.475433,0.01947,0.772681,93,1519,40.7,21,21.2861,38.1406,M,No
172,18,2,-0.294442,51.595722,357.59,-0.141626,-0.309378,0.314271,0.636086,87,1239,42.4,30,21.2868,20.8656,F,Yes
184,20,3,-0.296762,51.589768,24.27,-0.10479,-0.506626,-0.072171,0.634149,93,966,34,26,21.2874,20.3138,M,No
426,17,1,-0.30648,51.600355,158.92,0.006532,0.002854,0.095617,0.901631,90,1337,60.6,37,21.2876,38.2025,M,Yes
360,7,3,-0.297172,51.602095,342.26,0.070142,-0.083894,0.030173,0.966055,94,1235,65.3,42,21.288,0,F,No
390,19,3,-0.294512,51.59592,354.44,0.1001,0.047808,0.579817,0.833231,96,1544,44.4,12,21.2883,20.4619,F,No
99,19,3,-0.298987,51.588982,185.65,-0.016199,-0.221611,0.32314,0.802039,93,836,30.9,22,21.289,0,F,No
53,16,3,-0.299073,51.588992,38.95,-0.022371,0.081957,0.176656,0.857696,87,1484,36.9,13,21.2892,14.2167,F,No
254,19,3,-0.295253,51.592465,32.92,0.045556,-0.239144,0.474414,0.800102,96,723,40.9,20,21.2895,32.2806,F,No
258,13,2,-0.29657,51.600897,342.69,-0.18343,-0.007747,0.213761,0.687768,89,1280,52.4,49,21.2896,27.8747,F,No
172,16,2,-0.295037,51.592645,32.5,0.13615,0.153211,-0.222528,1.00316,88,1312,39.5,29,21.2899,0,F,No
379,4,1,-0.300932,51.602375,261.51,0.007506,-0.578899,-0.082977,0.71998,187,1508,63.6,32,21.2899,62.3272,M,No
178,18,2,-0.294555,51.596002,331.66,-0.001142,-0.387564,0.413863,0.721916,87,594,42.8,0,21.2902,0,F,Yes
500,7,2,-0.30136,51.593297,161.95,-0.135817,0.084913,-0.369929,0.676045,96,1015,33.6,26,21.2911,45.6471,F,No
448,7,2,-0.302827,51.595332,154.49,0.042005,0.01366,-0.332824,0.886952,94,1141,39.4,27,21.2916,24.1711,F,No
215,15,3,-0.293755,51.593907,31.72,0.0649,-0.441182,0.028236,0.8684,96,1457,47.8,33,21.292,47.03,M,No
251,21,1,-0.294317,51.595398,297.95,-0.00878,0.746789,0.052701,0.549134,68,1255,75.2,28,21.2945,22.3282,F,No
128,19,3,-0.298762,51.588447,77.34,0.038401,-0.095617,0.547605,0.776657,91,622,34,0,21.2959,0,F,No
187,18,2,-0.294698,51.596505,349.32,0.007043,-0.157085,0.535882,0.737615,87,2382,42.6,56,21.296,82.0063,F,Yes
230,4,2,-0.294697,51.593013,46.44,0.013416,-0.532008,0.016514,0.761978,194,1737,54.6,15,21.2979,44.2732,M,No
359,7,3,-0.297117,51.601988,342.16,0.028352,0.109276,0.010703,0.92212,94,1267,65.3,43,21.2989,0,F,No
389,19,3,-0.29451,51.595915,350.86,0.038058,0.062385,0.612029,0.735678,96,1341,44.4,6,21.2989,9.6086,F,No
171,18,2,-0.294437,51.595635,353.15,0.076159,-0.737003,0.397248,0.575535,87,1381,42,33,21.2991,20.8656,F,Yes
45,2,2,-0.29889,51.590073,24.53,0.031306,0.296738,-0.240061,0.857696,86,723,340,8,21.2992,5.0183,F,No
144,15,3,-0.29584,51.591053,17.21,0.023513,-0.547605,0.025382,0.763914,93,1535,40.9,18,21.2992,38.6605,M,No
72,2,2,-0.298723,51.589545,101.92,0.016172,0.46371,0.137615,0.793272,86,1521,337.9,16,21.3009,27.8963,F,No
183,20,3,-0.296805,51.589708,21.6,-0.057247,-0.608155,0.070234,0.616514,93,1180,34.2,27,21.3009,20.3138,M,No
498,19,2,-0.30555,51.599017,157.63,0.001599,-0.192253,0.262589,0.846891,91,1243,39.5,36,21.3011,32.1269,F,No
253,19,3,-0.295303,51.592417,33.75,0.011741,-0.050765,0.393374,0.830377,96,889,40.8,22,21.3012,32.2806,F,No
98,19,3,-0.298985,51.589047,183.82,-0.11468,-0.105403,0.236188,0.746381,93,1091,31.2,27,21.3018,24.5925,F,No
290,18,1,-0.299223,51.602605,253.44,0.030249,-0.221611,0.310398,0.856677,84,1339,63.2,30,21.3022,0,F,Yes
52,16,3,-0.299083,51.588977,48.05,0.020463,0.138532,0.127829,0.902548,87,1154,36.9,9,21.3029,15.4628,F,No
214,15,3,-0.293818,51.59384,33.09,-0.015297,-0.476351,0.025382,0.76106,96,1431,47.8,31,21.3034,22.2187,M,No
244,3,1,-0.297787,51.603085,333.78,-0.064016,-0.047808,0.274312,0.793272,73,1878,65.6,24,21.3036,24.454,F,Yes
182,15,3,-0.295187,51.592553,15.28,0.000496,-0.388481,0.014577,0.821509,95,597,44.1,0,21.304,0,M,No
164,4,2,-0.29619,51.590652,32.72,0.074731,-0.315291,0.251784,0.895719,190,776,61,20,21.3054,15.3529,M,No
499,7,2,-0.30139,51.59336,162.34,-0.003833,0.069215,-0.260652,0.858614,96,1210,33.6,27,21.3055,45.6471,F,No
447,7,2,-0.302878,51.595398,155.19,0.102791,0.094597,-0.260652,0.966973,95,1197,39.6,28,21.3058,24.1711,F,No
57,23,1,-0.29811,51.588563,61.17,0.055492,0.686238,-0.009684,0.701427,88,1199,18.6,7,21.3072,0,F,No
186,18,2,-0.294647,51.596375,352.47,0.159994,-0.246993,0.613048,0.852803,87,2280,42.2,53,21.3084,116.6675,F,Yes
358,7,3,-0.29706,51.601878,341.79,0.160373,-0.097554,0.003874,1.055861,94,1284,65.2,45,21.3099,0,F,No
41,19,3,-0.299148,51.588942,62.47,-0.005873,-0.092661,0.49103,0.759021,93,600,31.8,2,21.3108,5.3281,F,No
143,15,3,-0.295857,51.591018,19.83,-0.009016,-0.505607,0.078084,0.748318,93,1757,40.8,15,21.312,15.9662,M,No
170,18,2,-0.294417,51.595557,346.35,-0.053468,-0.145362,0.362181,0.761978,87,1530,41.6,33,21.312,18.9337,F,Yes
257,13,2,-0.296508,51.600773,342.45,0.037676,0.077064,0.243017,0.905505,89,1485,53,49,21.3121,0,F,No
252,19,3,-0.295355,51.592367,33.34,0.208935,-0.386544,0.630581,0.855759,96,1002,40.6,24,21.3129,32.2806,F,No
171,16,2,-0.295098,51.59258,32.36,0.066163,0.164934,-0.166871,0.939653,88,1312,39.4,29,21.3136,0,F,No
182,20,3,-0.296845,51.589645,22.37,-0.133057,-0.547605,0.038022,0.570642,93,1202,34.6,27,21.3144,0,M,No
97,19,3,-0.29898,51.589113,180.35,0.07236,-0.250866,0.424669,0.851784,93,1195,31.9,29,21.3148,24.5925,F,No
497,19,2,-0.305603,51.599102,156.93,0.14828,-0.314271,0.290826,0.965036,91,1063,39.4,36,21.3167,32.1269,F,No
213,15,3,-0.293883,51.593777,32.81,0.089817,-0.475433,0.014577,0.880122,96,1378,47.8,29,21.3169,64.224,M,No
51,16,3,-0.299102,51.588965,50.75,0.021736,0.164934,0.083894,0.904485,87,1040,37,8,21.3171,12.4021,F,No
498,7,2,-0.301423,51.593423,159.66,-0.017658,0.120999,-0.190316,0.855759,96,1173,33.6,26,21.3189,21.802,F,No
446,7,2,-0.302923,51.595465,155.01,-0.10105,0.244037,-0.211825,0.738532,95,1250,39.8,27,21.3202,0,F,No
